,titles,ratings,reviews,dates,replies,reply_dates,clean_review,combined_reviews
872,Ce sont des incapables il ne livre que…,1,Ce sont des incapables il ne livre que la moitié des course,2021-04-02T16:46:07.000Z,,,Ce sont des incapables il ne livre que la moitié des course,Ce sont des incapables il ne livre que… Ce sont des incapables il ne livre que la moitié des course
873,Carrefour site d'incapables,1,Carrefour vend des kits de déménagement sur son site Internet jusque là aucun souci.le problème est qu'ils considèrent qu'ils font les ventes mais refusent de s'occuper des problèmes comme les délais de livraison et si les kits n'arrivent jamais.pour eux au client de gérer le problème.je les considere comme des incapables tout juste après a encaisser les payements.,2021-04-01T21:37:03.000Z,,,Carrefour vend des kits de déménagement sur son site Internet jusque là aucun souci.le problème est qu'ils considèrent qu'ils font les ventes mais refusent de s'occuper des problèmes comme les délais de livraison et si les kits n'arrivent jamais.pour eux au client de gérer le problème.je les considere comme des incapables tout juste après a encaisser les payements.,Carrefour site d'incapables Carrefour vend des kits de déménagement sur son site Internet jusque là aucun souci.le problème est qu'ils considèrent qu'ils font les ventes mais refusent de s'occuper des problèmes comme les délais de livraison et si les kits n'arrivent jamais.pour eux au client de gérer le problème.je les considere comme des incapables tout juste après a encaisser les payements.
874,J’ai participé à l’opération vignettes…,1,"J’ai participé à l’opération vignettes Tefal pour la 2ème fois et c’est encore en rupture de stock. Quand j’ai demandé comment obtenir le presse agrume, on m’a juste répondu de revenir. On est en période COVID quand même , je vais pas tout le temps y aller dans l’espoir de l’avoir. tout cet effort d’achat pour rien, ne tombez pas dans le panneau",2021-03-31T21:36:08.000Z,,,"J’ai participé à l’opération vignettes Tefal pour la 2ème fois et c’est encore en rupture de stock. Quand j’ai demandé comment obtenir le presse agrume, on m’a juste répondu de revenir. On est en période COVID quand même , je vais pas tout le temps y aller dans l’espoir de l’avoir. tout cet effort d’achat pour rien, ne tombez pas dans le panneau","J’ai participé à l’opération vignettes… J’ai participé à l’opération vignettes Tefal pour la 2ème fois et c’est encore en rupture de stock. Quand j’ai demandé comment obtenir le presse agrume, on m’a juste répondu de revenir. On est en période COVID quand même , je vais pas tout le temps y aller dans l’espoir de l’avoir. tout cet effort d’achat pour rien, ne tombez pas dans le panneau"
875,Je voulais passer commande pour des…,1,"Je voulais passer commande pour des mugs sur le site carrefour drive .
Le mug est affiché au prix de 1€ , une fois arrive à l’étape du paiement , le mug passe à 19,90€.
Je trouve ça scandaleux .",2021-03-30T13:04:31.000Z,,,"Je voulais passer commande pour des mugs sur le site carrefour drive .Le mug est affiché au prix de 1€ , une fois arrive à l’étape du paiement , le mug passe à 19,90€.Je trouve ça scandaleux .","Je voulais passer commande pour des… Je voulais passer commande pour des mugs sur le site carrefour drive .Le mug est affiché au prix de 1€ , une fois arrive à l’étape du paiement , le mug passe à 19,90€.Je trouve ça scandaleux ."
876,Bonjour,5,"Bonjour
Ce magasin est trop cool 😎😎😎
Car grâce au travaux le magasin est propre on vois bien le changement 

Je tiens à remercier toutes l’équipe à très bientôt",2021-03-27T20:56:29.000Z,,,BonjourCe magasin est trop cool 😎😎😎Car grâce au travaux le magasin est propre on vois bien le changement Je tiens à remercier toutes l’équipe à très bientôt,Bonjour BonjourCe magasin est trop cool 😎😎😎Car grâce au travaux le magasin est propre on vois bien le changement Je tiens à remercier toutes l’équipe à très bientôt
877,Bonjour,1,"Bonjour 
J'ai commandé 2 carrés potagers. La commande n°511128070 a été validée. Et j'ai été débité. Je me déplace et au Drive on me dit que l'article n'est pas disponible et la commande annulée. Je n'ai pas été prévenu . Je suis très mécontent. La moindre des choses serait de prévenir pour éviter une pert de temps et des déplacements ou de proposer un article identique en stock.",2021-03-27T09:56:22.000Z,,,Bonjour J'ai commandé 2 carrés potagers. La commande n°511128070 a été validée. Et j'ai été débité. Je me déplace et au Drive on me dit que l'article n'est pas disponible et la commande annulée. Je n'ai pas été prévenu . Je suis très mécontent. La moindre des choses serait de prévenir pour éviter une pert de temps et des déplacements ou de proposer un article identique en stock.,Bonjour Bonjour J'ai commandé 2 carrés potagers. La commande n°511128070 a été validée. Et j'ai été débité. Je me déplace et au Drive on me dit que l'article n'est pas disponible et la commande annulée. Je n'ai pas été prévenu . Je suis très mécontent. La moindre des choses serait de prévenir pour éviter une pert de temps et des déplacements ou de proposer un article identique en stock.
878,Tu demande un renseignement dans les…,1,"Tu demande un renseignement dans les rayons câble imprimante etc... tu a l'impression d'enmerdé le mec .

Prend même pas la peine de s'arrêter à t'écouter une minute, te regarde même pas dans les yeux ,je trouve ça sincèrement répugnant.",2021-03-25T10:06:56.000Z,,,"Tu demande un renseignement dans les rayons câble imprimante etc... tu a l'impression d'enmerdé le mec .Prend même pas la peine de s'arrêter à t'écouter une minute, te regarde même pas dans les yeux ,je trouve ça sincèrement répugnant.","Tu demande un renseignement dans les… Tu demande un renseignement dans les rayons câble imprimante etc... tu a l'impression d'enmerdé le mec .Prend même pas la peine de s'arrêter à t'écouter une minute, te regarde même pas dans les yeux ,je trouve ça sincèrement répugnant."
879,Le client a perdu de la valeur aux yeux  de la grande distribution,1,"Bonjour, il y a une semaine j'ai acheté à carrefour gorbella à Nice une fontaine à eau pour mes chats de 32 euros. Je l'ai essayé en respectant les différentes étapes du manuel. Le système m'a déçu et j'ai décidé qu'aujourd'hui je la rendrais dans son emballage d'origine intact accompagné du ticket de caisse. Quel a été mon désappointement lorsque la personne de l'accueil pointe du doigt la mention ""garantie 2 ans "" écrit sur le carton..... Elle appelle le manager du rayon animal qui me dit que puisque je je l'ai essayé, il ne me remboursera pas , qu'il a trouvé mon produit sale avec pleins de poils...(hic).
Devant ma colère ( il mentait effrontément, mes chats étaient chez le vétérinaire entrain de se faire stériliser à ce moment là), le manager m'a énuméré les magasins aux alentours ou je pourrai faire les courses dorénavant. Lorsque je lui pose la question de savoir depuis quand Carrefour ne remboursait plus un client avec le ticket de caisse, il m'a répondu depuis que vous êtes arrivée.

C'est du grand n'importe quoi, j'aimerais pouvoir faire un courrier à sa direction pour pointer du doigt ce mépris pour sa clientèle.",2021-03-24T16:09:41.000Z,,,"Bonjour, il y a une semaine j'ai acheté à carrefour gorbella à Nice une fontaine à eau pour mes chats de 32 euros. Je l'ai essayé en respectant les différentes étapes du manuel. Le système m'a déçu et j'ai décidé qu'aujourd'hui je la rendrais dans son emballage d'origine intact accompagné du ticket de caisse. Quel a été mon désappointement lorsque la personne de l'accueil pointe du doigt la mention ""garantie 2 ans "" écrit sur le carton..... Elle appelle le manager du rayon animal qui me dit que puisque je je l'ai essayé, il ne me remboursera pas , qu'il a trouvé mon produit sale avec pleins de poils...(hic).Devant ma colère ( il mentait effrontément, mes chats étaient chez le vétérinaire entrain de se faire stériliser à ce moment là), le manager m'a énuméré les magasins aux alentours ou je pourrai faire les courses dorénavant. Lorsque je lui pose la question de savoir depuis quand Carrefour ne remboursait plus un client avec le ticket de caisse, il m'a répondu depuis que vous êtes arrivée.C'est du grand n'importe quoi, j'aimerais pouvoir faire un courrier à sa direction pour pointer du doigt ce mépris pour sa clientèle.","Le client a perdu de la valeur aux yeux  de la grande distribution Bonjour, il y a une semaine j'ai acheté à carrefour gorbella à Nice une fontaine à eau pour mes chats de 32 euros. Je l'ai essayé en respectant les différentes étapes du manuel. Le système m'a déçu et j'ai décidé qu'aujourd'hui je la rendrais dans son emballage d'origine intact accompagné du ticket de caisse. Quel a été mon désappointement lorsque la personne de l'accueil pointe du doigt la mention ""garantie 2 ans "" écrit sur le carton..... Elle appelle le manager du rayon animal qui me dit que puisque je je l'ai essayé, il ne me remboursera pas , qu'il a trouvé mon produit sale avec pleins de poils...(hic).Devant ma colère ( il mentait effrontément, mes chats étaient chez le vétérinaire entrain de se faire stériliser à ce moment là), le manager m'a énuméré les magasins aux alentours ou je pourrai faire les courses dorénavant. Lorsque je lui pose la question de savoir depuis quand Carrefour ne remboursait plus un client avec le ticket de caisse, il m'a répondu depuis que vous êtes arrivée.C'est du grand n'importe quoi, j'aimerais pouvoir faire un courrier à sa direction pour pointer du doigt ce mépris pour sa clientèle."
880,Commande en ligne honteux,1,"Une honte 
2 PS5 commandé en moins de 2 mois 
Commande validé 
1h avant le retrait en drive 
Commande annulé 
Service client à proscrire",2021-03-22T12:38:28.000Z,,,Une honte 2 PS5 commandé en moins de 2 mois Commande validé 1h avant le retrait en drive Commande annulé Service client à proscrire,Commande en ligne honteux Une honte 2 PS5 commandé en moins de 2 mois Commande validé 1h avant le retrait en drive Commande annulé Service client à proscrire
881,depuis hier X tentatives et impossible…,1,depuis hier X tentatives et mpossible de  valider un quelconque paiement sur carrefour livraiosn domicile. Après appel service client ils mentionnent que certaines régions sont touchées (peu probable). La panne continue depuis hier PM . Je vais passer sur Houra,2021-03-21T12:30:14.000Z,,,depuis hier X tentatives et mpossible de  valider un quelconque paiement sur carrefour livraiosn domicile. Après appel service client ils mentionnent que certaines régions sont touchées (peu probable). La panne continue depuis hier PM . Je vais passer sur Houra,depuis hier X tentatives et impossible… depuis hier X tentatives et mpossible de  valider un quelconque paiement sur carrefour livraiosn domicile. Après appel service client ils mentionnent que certaines régions sont touchées (peu probable). La panne continue depuis hier PM . Je vais passer sur Houra
882,Carrefour Illzach Ile Nopoleon,1,"Aujourd’hui je suis très en colère car j’ai fait 25 minutes de route afin d’acheter des couches en promotion, pour être sûr de ne pas faire le trajet pour rien, je me suis assuré de vérifier sur le drive que les produits étaient bien en stock et c’était bien le cas et c’est toujours le cas au moment où je vous écris ce mail. Toujours est-il que lorsque j’arrive au magasin, j’ai la désagréable surprise que les couches ne sont pas en stock et que d’après une employée, vous avez été dévalisé dès le premier jour … 
L'accueil me refuse de commander le produit ou de me trouver un produit de remplacement.
C'est inadmissible ce mépris du client.",2021-03-20T15:30:49.000Z,,,"Aujourd’hui je suis très en colère car j’ai fait 25 minutes de route afin d’acheter des couches en promotion, pour être sûr de ne pas faire le trajet pour rien, je me suis assuré de vérifier sur le drive que les produits étaient bien en stock et c’était bien le cas et c’est toujours le cas au moment où je vous écris ce mail. Toujours est-il que lorsque j’arrive au magasin, j’ai la désagréable surprise que les couches ne sont pas en stock et que d’après une employée, vous avez été dévalisé dès le premier jour … L'accueil me refuse de commander le produit ou de me trouver un produit de remplacement.C'est inadmissible ce mépris du client.","Carrefour Illzach Ile Nopoleon Aujourd’hui je suis très en colère car j’ai fait 25 minutes de route afin d’acheter des couches en promotion, pour être sûr de ne pas faire le trajet pour rien, je me suis assuré de vérifier sur le drive que les produits étaient bien en stock et c’était bien le cas et c’est toujours le cas au moment où je vous écris ce mail. Toujours est-il que lorsque j’arrive au magasin, j’ai la désagréable surprise que les couches ne sont pas en stock et que d’après une employée, vous avez été dévalisé dès le premier jour … L'accueil me refuse de commander le produit ou de me trouver un produit de remplacement.C'est inadmissible ce mépris du client."
