,titles,ratings,reviews,dates,replies,reply_dates,combined_reviews,clean_BE,clean_PD,clean_DM,clean_AS,has_respond
31,Un outil multifonction  acheté chez LIDL,5,"Un outil multifonction  acheté chez LIDL en panne au bout d'un an. J'ai rempli le formulaire de contact en ligne. Le lendemain un email m'a confirmé la prise en compte de la garantie. Le surlendemain j'ai reçu un appel téléphonique de LIDL me demandant quelques détails sur la panne et m'indiquant qu'un nouvel outils me serait envoyé. Aujourd'hui, 8 jours plus tard, j'ai bien reçu un nouveau outil  multifonction neuf. Un grand merci au service après vente. Difficile de faire mieux.",2023-02-08T18:57:57.000Z,,,"Un outil multifonction  acheté chez LIDL Un outil multifonction  acheté chez LIDL en panne au bout d'un an. J'ai rempli le formulaire de contact en ligne. Le lendemain un email m'a confirmé la prise en compte de la garantie. Le surlendemain j'ai reçu un appel téléphonique de LIDL me demandant quelques détails sur la panne et m'indiquant qu'un nouvel outils me serait envoyé. Aujourd'hui, 8 jours plus tard, j'ai bien reçu un nouveau outil  multifonction neuf. Un grand merci au service après vente. Difficile de faire mieux.",0,1,0,1,0
32,LIDL de : THOUARS 79100,1,"(LIDL de THOUARS 79100) : CATASTROPHIQUE !  Personnel EXECRABLE qui se moque des clients et les insultent (Dommage pour cette ""caissière"", j'ai tout entendu !!! (Il faut qu'elle change de métier pour ne plus être en contact avec le public absolument !!! Avec en plus, un ""manager"" extrêmement laxiste qui ne fait RIEN pour que cela aille mieux !! Et pourtant ça existe des Lidl avec un personnel aimable comme à Saumur pour ne citer qu'eux !!!  A BANNIR !!!",2023-02-06T16:18:40.000Z,,,"LIDL de : THOUARS 79100 (LIDL de THOUARS 79100) : CATASTROPHIQUE !  Personnel EXECRABLE qui se moque des clients et les insultent (Dommage pour cette ""caissière"", j'ai tout entendu !!! (Il faut qu'elle change de métier pour ne plus être en contact avec le public absolument !!! Avec en plus, un ""manager"" extrêmement laxiste qui ne fait RIEN pour que cela aille mieux !! Et pourtant ça existe des Lidl avec un personnel aimable comme à Saumur pour ne citer qu'eux !!!  A BANNIR !!!",1,0,0,0,0
33,Lidl SAV néant on tombe sur une…,1,"Lidl SAV néant on tombe sur une plate-forme qui vous balade vous savez les plateformes 😂
Appareil ménager de premier prix à fuir le magasin où vous achetez ces appareils ne vous rembourse pas et vous envoie au SAV même pour un appareil à 10 € un grand n'importe quoi et il se prétendent numéro 1 service client beh bravo",2023-02-06T18:02:25.000Z,,,"Lidl SAV néant on tombe sur une… Lidl SAV néant on tombe sur une plate-forme qui vous balade vous savez les plateformes 😂
Appareil ménager de premier prix à fuir le magasin où vous achetez ces appareils ne vous rembourse pas et vous envoie au SAV même pour un appareil à 10 € un grand n'importe quoi et il se prétendent numéro 1 service client beh bravo",0,1,0,1,0
34,Très déçu,1,Bonjour je suis inscrite sur internet car mon tel j'ai pas internet c'est decevant  je n'est pas les moyen en plus j'ai vue depuis que vous exister vos prix on doubler même poisson panée une honte autant aller à super u ou inter,2023-02-11T15:25:38.000Z,,,Très déçu Bonjour je suis inscrite sur internet car mon tel j'ai pas internet c'est decevant  je n'est pas les moyen en plus j'ai vue depuis que vous exister vos prix on doubler même poisson panée une honte autant aller à super u ou inter,1,0,0,0,0
35,Prix devenu exorbitant,1,"Prix devenu exorbitant, Lidl est devenu comme les autres grandes surfaces. 
Achat d'une housse couette soit disant avec zip pour facilité la bonne tenue de la couette... Ecrit sur l'étiquette, Zip jamais trouvé, en réalité il y en a pas et housse trop grande de10 cm par rapport aux dimensions de l'étiquette, housse encore emballées bien fermée donc pas de possibilité d'erreur. 
Les produits offerts après passage en caisse jamais disponible... Grande arnaque pour attirer le client.",2023-02-05T20:35:42.000Z,,,"Prix devenu exorbitant Prix devenu exorbitant, Lidl est devenu comme les autres grandes surfaces. 
Achat d'une housse couette soit disant avec zip pour facilité la bonne tenue de la couette... Ecrit sur l'étiquette, Zip jamais trouvé, en réalité il y en a pas et housse trop grande de10 cm par rapport aux dimensions de l'étiquette, housse encore emballées bien fermée donc pas de possibilité d'erreur. 
Les produits offerts après passage en caisse jamais disponible... Grande arnaque pour attirer le client.",1,1,0,0,0
36,Prix en nette augmentation,1,"Les prix sont trop haut 50 %
D'augmentation en 4 mois 
EX
Les oeufs presque 3€les 12
Pour ma part je les achète à la ferme 2.50€ les 12 catégorie 01(poules en plein air)
Chez Lidl catégorie 03(poules en cage)
Ils y a aussi d'autres produits
Chère
Je n'y vais presque plus

Leclerc et Aldi à 1 mn sont moins chère sur certain produits
Je prends toujours le ticket de caisse
Cela me permet de comparer",2023-02-03T16:02:33.000Z,,,"Prix en nette augmentation Les prix sont trop haut 50 %
D'augmentation en 4 mois 
EX
Les oeufs presque 3€les 12
Pour ma part je les achète à la ferme 2.50€ les 12 catégorie 01(poules en plein air)
Chez Lidl catégorie 03(poules en cage)
Ils y a aussi d'autres produits
Chère
Je n'y vais presque plus

Leclerc et Aldi à 1 mn sont moins chère sur certain produits
Je prends toujours le ticket de caisse
Cela me permet de comparer",1,1,0,0,0
37,Catastrophique,1,"Catastrophique,
J’ai trouvé un insecte en croquant dans mon steak haché acheté la veille à Lidl. inadmissible sachant la polémique qu’il y’a avait déjà eu en 2011 avec des steaks hachés contaminés.
Je suis absolument outré et dégoûté.
A fuir",2023-02-09T23:23:36.000Z,,,"Catastrophique Catastrophique,
J’ai trouvé un insecte en croquant dans mon steak haché acheté la veille à Lidl. inadmissible sachant la polémique qu’il y’a avait déjà eu en 2011 avec des steaks hachés contaminés.
Je suis absolument outré et dégoûté.
A fuir",1,0,0,0,0
38,Lidl de Toul 54200 celui qui a le…,1,"Lidl de Toul 54200 celui qui a le Parking sous terrain 
à tt moment de la journée c un B;;;; incommensurable 
des cartons vides partout, les Rolls laissés là empéchant les clients de passer avec leurs caddy et au niveau de la viennoiserie les papiers d'emballage au sol, ça craint !!! ça donne l'impression d'un jean-foutisme total ! Moi je retourne chez Inter c plus propre",2023-02-02T13:02:03.000Z,,,"Lidl de Toul 54200 celui qui a le… Lidl de Toul 54200 celui qui a le Parking sous terrain 
à tt moment de la journée c un B;;;; incommensurable 
des cartons vides partout, les Rolls laissés là empéchant les clients de passer avec leurs caddy et au niveau de la viennoiserie les papiers d'emballage au sol, ça craint !!! ça donne l'impression d'un jean-foutisme total ! Moi je retourne chez Inter c plus propre",1,0,0,0,0
39,En cadeau avec la carte fidèlité une…,2,"En cadeau avec la carte fidèlité une limonade à 1€ pas dans le magasin.Le SAV te dit de repasser ou d'aller dans un autre magasin.C'est ça je vais faire 50 km pour une limonade.Par contre j'ai pu avoir un pain gratuit.Par contre le magasin ou je passe de temps en temps a des petits vins sympas. Le sav est nul de chez nul cela fait 10 jours que j'essaie d'avoir un renseignement sur les consommables d'un poste à souder fil fourré dont j'envisage l'achat pour de petites soudures, ( je suis déja équipé en matos pro) ils te balladent en demandant un ticket d'achat et numéro IAN . Donc je vais voir ailleurs.",2023-02-07T19:00:33.000Z,,,"En cadeau avec la carte fidèlité une… En cadeau avec la carte fidèlité une limonade à 1€ pas dans le magasin.Le SAV te dit de repasser ou d'aller dans un autre magasin.C'est ça je vais faire 50 km pour une limonade.Par contre j'ai pu avoir un pain gratuit.Par contre le magasin ou je passe de temps en temps a des petits vins sympas. Le sav est nul de chez nul cela fait 10 jours que j'essaie d'avoir un renseignement sur les consommables d'un poste à souder fil fourré dont j'envisage l'achat pour de petites soudures, ( je suis déja équipé en matos pro) ils te balladent en demandant un ticket d'achat et numéro IAN . Donc je vais voir ailleurs.",1,0,0,1,0
40,Très déçu,1,"Très déçu, je remarque que les erreurs sur les prix sont récurrentes, même des articles ""fantômes"" ajoutés sur le ticket de caisse. Naïf et dans la confiance, j ai tout de même récemment décidé de consulter mes tickets de caisse numériques. Quelle surprise lorsque j ai constaté que des articles que je n avais pas pris etaient ajoutés sur mon ticket mais bien sûr trop tard car j etais rentré chez moi. Depuis je fais attention et consulte mon ticket sur l'application avant de sortir du magasin. Trois fois de suite, j ai fait une réclamation et notamment pour le PRIX DU PAIN erroné et en ma défaveur. Faites bien attention surtout si vous avez l application, on ne vous délivre plus de ticket, surtout VÉRIFIEZ....",2023-02-11T22:23:55.000Z,,,"Très déçu Très déçu, je remarque que les erreurs sur les prix sont récurrentes, même des articles ""fantômes"" ajoutés sur le ticket de caisse. Naïf et dans la confiance, j ai tout de même récemment décidé de consulter mes tickets de caisse numériques. Quelle surprise lorsque j ai constaté que des articles que je n avais pas pris etaient ajoutés sur mon ticket mais bien sûr trop tard car j etais rentré chez moi. Depuis je fais attention et consulte mon ticket sur l'application avant de sortir du magasin. Trois fois de suite, j ai fait une réclamation et notamment pour le PRIX DU PAIN erroné et en ma défaveur. Faites bien attention surtout si vous avez l application, on ne vous délivre plus de ticket, surtout VÉRIFIEZ....",1,0,0,0,0
41,J'aurais mis zéro,1,"J'aurais mis zéro
Je ne vais presque plus chez Lidl, avant j'y faisais pratiquement toutes mes courses
Trop d'augmentations, désormais je vais à l'Intermarché d'à côté, beaucoup plus de promotions
En plus les produits offerts ne sont jamais disponibles, thé vert nature, jus de pommes, limonade, chips à l'ancienne..... comme par hasard.....",2023-01-31T13:15:19.000Z,,,"J'aurais mis zéro J'aurais mis zéro
Je ne vais presque plus chez Lidl, avant j'y faisais pratiquement toutes mes courses
Trop d'augmentations, désormais je vais à l'Intermarché d'à côté, beaucoup plus de promotions
En plus les produits offerts ne sont jamais disponibles, thé vert nature, jus de pommes, limonade, chips à l'ancienne..... comme par hasard.....",1,0,1,0,0
42,j aurai surement mis 4 étoiles un autre…,1,"j aurai surement mis 4 étoiles un autre jour, mais aujourd'hui je suis allée faire quelques courses j'ai laissé le pack d'eau dans le caddie et la caissière malgré lui avoir donner l'étiquette du code barre s'est permis de faire le tour du caddie et soulever mon pack d'eau je suis horrifiée de l'attitude de cette personne à l'égard des clients du magasin .Lidl,  considère t-elle ses clients comme de potentiels voleurs ? j'ai  64 ans et je n'ai jamais eu à subir cette violence",2023-01-31T16:11:43.000Z,,,"j aurai surement mis 4 étoiles un autre… j aurai surement mis 4 étoiles un autre jour, mais aujourd'hui je suis allée faire quelques courses j'ai laissé le pack d'eau dans le caddie et la caissière malgré lui avoir donner l'étiquette du code barre s'est permis de faire le tour du caddie et soulever mon pack d'eau je suis horrifiée de l'attitude de cette personne à l'égard des clients du magasin .Lidl,  considère t-elle ses clients comme de potentiels voleurs ? j'ai  64 ans et je n'ai jamais eu à subir cette violence",1,0,0,0,0
43,Je voulais acheter l’aspirateur combine…,1,Je voulais acheter l’aspirateur combine ils n’ont pas livré 3 magasins de la régions japel le sav il me dise qu’il vont m’en livrer un ! Aucune livraison je l’es ré  rappel ! Il m’envoie un texto en me disant livraison le 28 a ce jour le magasin n’a toujours pas reçu ! Je vais acheter chez carrefour au moins il l’ont eux !,2023-01-30T11:10:40.000Z,,,Je voulais acheter l’aspirateur combine… Je voulais acheter l’aspirateur combine ils n’ont pas livré 3 magasins de la régions japel le sav il me dise qu’il vont m’en livrer un ! Aucune livraison je l’es ré  rappel ! Il m’envoie un texto en me disant livraison le 28 a ce jour le magasin n’a toujours pas reçu ! Je vais acheter chez carrefour au moins il l’ont eux !,0,0,1,1,0
44,Réclamation,3,"Bonjour . A chaque fois que je gagne  un produit. Il n'est plus dispo au magasin .ex: chips à l'ancienne. Plusieurs fois Gagné mais pas accessible. Le thé nature , la limonade bio. Pourquoi faite vous gagné des lots que l'on ne peut pas avoir .Et pourtant je suis une très bonne cliente chez vous .   Un peu déçu",2023-01-30T15:11:05.000Z,,,"Réclamation Bonjour . A chaque fois que je gagne  un produit. Il n'est plus dispo au magasin .ex: chips à l'ancienne. Plusieurs fois Gagné mais pas accessible. Le thé nature , la limonade bio. Pourquoi faite vous gagné des lots que l'on ne peut pas avoir .Et pourtant je suis une très bonne cliente chez vous .   Un peu déçu",1,0,0,0,0
45,Superbe magazin propre et personne très…,5,Superbe magazin propre et personne très gentil et accueillant avec du professionnalisme une caissière nommer Estelle très proo rapide professionnel acceuillante avec surtout le sourire et cette dame montre que malgré la difficulté du travail toujours avec le sourire cela donne envi de venir au magasin car des personnes comme ça yen a plus,2023-01-28T18:56:51.000Z,,,Superbe magazin propre et personne très… Superbe magazin propre et personne très gentil et accueillant avec du professionnalisme une caissière nommer Estelle très proo rapide professionnel acceuillante avec surtout le sourire et cette dame montre que malgré la difficulté du travail toujours avec le sourire cela donne envi de venir au magasin car des personnes comme ça yen a plus,1,0,0,0,0
46,Petit a petit lidl devient un…,1,"Petit a petit lidl devient un Monoprix....
Explosions des prix injustifié, tout augmente et que les produits concernés par la hausses des prix flambée vertigineuse, ils profitent au maximum de la situation et je dis bien tout les produits chez eux sans exception, des exemples je peux en cités des dizaines, on nous parle d'inflation à 10% lidl leurs produits ont augmenté de 100% pour certains , raclette fondu pour hamburger de 59 centimes à 1.39 en an , gouda 450 grammes de 2.99 à 4.69 ! En un an , bref des articles comme ça ils y en a pleins , je comprends que ça augmente un petit peu mais autant cela s'appelle profiter de la situation, vive la concurrence et vivement que tout le monde comprennent qu'il faut aller ailleurs et la ils se calmeront peut être sur les prix.",2023-02-10T18:31:03.000Z,,,"Petit a petit lidl devient un… Petit a petit lidl devient un Monoprix....
Explosions des prix injustifié, tout augmente et que les produits concernés par la hausses des prix flambée vertigineuse, ils profitent au maximum de la situation et je dis bien tout les produits chez eux sans exception, des exemples je peux en cités des dizaines, on nous parle d'inflation à 10% lidl leurs produits ont augmenté de 100% pour certains , raclette fondu pour hamburger de 59 centimes à 1.39 en an , gouda 450 grammes de 2.99 à 4.69 ! En un an , bref des articles comme ça ils y en a pleins , je comprends que ça augmente un petit peu mais autant cela s'appelle profiter de la situation, vive la concurrence et vivement que tout le monde comprennent qu'il faut aller ailleurs et la ils se calmeront peut être sur les prix.",0,1,0,0,0
